"X","Plot_ID","Latitude","Longitude","Elevation","Category7","Category10","AcousticDiversity","AcousticEveness","BioAcoustic","SoundscapeSaturation","EntropyOfVarianceSpectrum","AcousticComplexity","TemporalEntropy","EventsPerSecond","Color","TD_q0_est_Axis1","TD_q1_est_Axis1","TD_q2_est_Axis1","FD_q0_est_Axis1","FD_q1_est_Axis1","FD_q2_est_Axis1","PD_q0_est_Axis1","PD_q1_est_Axis1","PD_q2_est_Axis1"
73,"PAZ07",0.390332,-79.254313,172,"PA_M","A_Past",5.173666927,0.455886048,432.3686482,0.749180385,0.445520609,0.504914712,0.066874917,1.191071429,"orange",-0.398601263215239,-0.429019403349519,-0.436436857479919,-0.102060626620309,-0.108907084013381,-0.136082249594918,-0.368003561578261,-0.183834844501988,-0.0825792033817049
74,"PAZ11",0.427912,-79.236187,166,"PA_M","A_Past",5.221044186,0.430392916,370.1661,0.788941883,0.426864529,0.463887666,0.048612294,1.025868056,"orange",-0.235208304799675,-0.300067900542159,-0.33633182798526,-0.0574364353704988,-0.0804835490912875,-0.100857716243227,-0.207445458033016,-0.166924062122037,-0.273731732057536
76,"PAZ18",0.417119,-79.216108,173,"PA_M","A_Past",5.198061601,0.437769643,427.0157712,0.759046282,0.423620795,0.476169627,0.050998291,1.008878968,"orange",-0.333679789250544,-0.448677686199949,-0.493816416551463,-0.116134425577851,-0.126403038585116,-0.15821496865291,-0.333840231678076,-0.246823292249185,-0.360087869145223
25,"CA62",0.511048995,-79.212168,372,"Cacao","F_Caca",5.150530162,0.461055468,150.3710391,0.594220843,0.496989101,0.442722132,0.109876027,1.432955109,"yellow",-0.17154365685955,-0.194287223610657,-0.221852163662538,-0.0440266608818407,-0.0468653229314802,-0.0631294438337937,-0.159207147999018,-0.0676118147197728,-0.145079667040505
26,"CA63",0.544072017,-79.14537496,240,"Cacao","F_Caca",5.168242985,0.445852399,135.8824312,0.569241478,0.438832349,0.439515553,0.102534624,0.962441096,"yellow",-0.0305009756122574,0.0208301731800631,0.0215893187891876,0.0222891315481781,0.0122360922376352,0.00898500407658538,0.00990239791514983,0.0665317127469091,-0.0211937098153312
27,"CA64",0.543443961,-79.15454602,256,"Cacao","F_Caca",5.186983454,0.446029293,196.9388703,0.62528919,0.401341359,0.46271404,0.123657123,0.979123264,"yellow",-0.161481666581262,-0.212420644075122,-0.263103485403025,-0.0436196925148516,-0.046091368546516,-0.0713012355755945,-0.154670536116084,-0.0943501353236505,-0.19375030392741
22,"CA59",0.557309976,-79.179868,350,"Cacao","F_Caca",5.099873868,0.488441302,406.7010513,0.716965448,0.447732428,0.47005889,0.070080333,1.265051463,"yellow",-0.175564827533907,-0.277927571863144,-0.341336880917716,-0.0488002744355193,-0.0748976460587011,-0.10062289106806,-0.174610266995669,-0.131723439084427,-0.232194871874901
1,"CR01",0.496584764,-79.17814275,560,"C_Reg_I","F_CReg1",5.25537881,0.38091875,190.9141566,0.727523077,0.441482614,0.458099271,0.079964851,0.81063058,"greenyellow",-0.125871160392967,-0.0804949717985127,-0.0467127230932594,-0.0234691120142332,-0.00801356004371242,-0.0093251869280737,-0.0604497132255846,0.0580458468804662,-0.00333193670430162
8,"CR17",0.514731333,-79.14412027,450,"C_Reg_I","F_CReg1",5.201614688,0.426556035,122.2327765,0.570029122,0.467944013,0.439397584,0.120001974,0.671995908,"greenyellow",0.114278909034117,0.153189712584206,0.205258886606205,0.0325920016486096,0.0479286406068874,0.0648539182218454,0.111800418795906,0.0460159097415083,0.24812650490707
2,"CR02",0.501487004,-79.22595296,400,"C_Reg_I","F_CReg1",5.168658456,0.457600148,423.6098771,0.728173405,0.510436138,0.438352915,0.054426089,0.916830446,"greenyellow",0.150386677521185,0.130162961899775,0.143513277561285,0.0252432898369792,0.0478092269295927,0.0685629664738495,0.095090910675254,0.210296247605667,0.0633684641929262
3,"CR03",0.508255139,-79.23685488,250,"C_Reg_I","F_CReg1",5.193745698,0.435346451,448.8283127,0.762208484,0.503033538,0.445681367,0.072946726,1.636154514,"greenyellow",-0.0153744253464599,-0.0250887178912763,-0.0281419082550138,-0.00835230646016925,-0.00927100552680305,-0.0170267673706377,-0.0189983327720114,0.0645402403585119,-0.0368451174250526
7,"CR13",0.488968967,-79.22612546,311,"C_Reg_I","F_CReg1",5.191864569,0.436827422,299.1789309,0.714596479,0.464745582,0.438141937,0.042802606,0.669250801,"greenyellow",0.165534020122176,0.170770736000938,0.18369762088095,0.0385063649258927,0.0747400679208237,0.105311201126099,0.151050992065995,0.0320156760051267,0.170709672564866
9,"CR18",0.541664,-79.144756,270,"C_Reg_I","F_CReg1",5.241398949,0.408637021,371.7547636,0.779679071,0.437509449,0.442653085,0.046292898,0.663178943,"greenyellow",-0.0084567858901472,0.0678940583480408,0.064390005252005,0.0333974036455426,0.0239744817457197,0.028340764019339,0.012548319638715,0.0940418346720774,0.0244330717830885
11,"CR07",0.458986899,-79.2087108,168,"C_Reg_II","F_CReg2",5.229147122,0.408393671,218.0198311,0.68485805,0.50244404,0.449163787,0.068113753,0.870659722,"chartreuse3",-0.00264096935066763,0.00766703685051107,-0.000269372694867506,0.00642888493879752,9.99820879474233e-05,-0.00756496931161483,0.0203365043296173,0.0960345888597705,-0.0178213579566114
12,"CR08",0.45927,-79.21077,172,"C_Reg_II","F_CReg2",5.216022645,0.421283379,156.337092,0.64722261,0.521028311,0.440412576,0.053177691,0.60094246,"chartreuse3",0.129439402275971,0.133725182590127,0.119252379254425,0.0421292575398346,0.024920737620613,0.015177223541776,0.145040854517996,0.120248162721553,0.0570834998133598
14,"CR11",0.477901585,-79.20506568,372,"C_Reg_II","F_CReg2",5.311363512,0.36262013,139.9038484,0.779577346,0.514035329,0.439188949,0.064180594,1.145110987,"chartreuse3",0.20343941627829,0.165435399843498,0.184660724029934,0.0474420103965251,0.0357815284161479,0.0407163470550099,0.132883827344261,0.129115576941511,0.087069015840699
13,"CR10",0.477182753,-79.19957402,347,"C_Reg_II","F_CReg2",5.247679959,0.402666681,185.6141253,0.741399856,0.464739257,0.440921869,0.06299778,0.545771329,"chartreuse3",0.0826332980279063,0.0972443819312348,0.101775748632688,0.00785679517989355,0.0176914988938267,0.0148342494335005,0.0695856796128373,0.121208843526274,0.0952261800024596
51,"OG50",0.534413969,-79.14397401,316,"Oldgrowth","F_Old",5.221015377,0.418963257,103.1703273,0.570337205,0.500531417,0.424685867,0.054742724,0.544546751,"darkgreen",0.299689877304115,0.351640144159446,0.370297832517067,0.0605762609851221,0.0577873594765453,0.0736189132848481,0.303901286725901,0.0722704505703088,0.217302983317958
41,"OG40",0.527762929,-79.1723843,531,"Oldgrowth","F_Old",5.156335586,0.458524232,166.4813854,0.577218192,0.501852987,0.446479064,0.169636285,0.866356647,"darkgreen",0.395375690693703,0.35963795444093,0.379663103121358,0.0765910991614472,0.0551752924882718,0.0738690850433036,0.369290628759923,0.0248060478190319,0.278298838548533
46,"OG45",0.477782981,-79.20370404,362,"Oldgrowth","F_Old",5.298702873,0.373659561,135.7379173,0.767057873,0.475339904,0.443354351,0.058915975,0.832567584,"darkgreen",0.295553231857244,0.304836812369519,0.295906256378329,0.0358431284152732,0.0458402854518854,0.0499067787872566,0.242614161943326,0.0888582261725273,0.229923519457535
49,"OG48",0.531208981,-79.14474397,299,"Oldgrowth","F_Old",5.275542023,0.390609265,146.1718517,0.713017055,0.565418614,0.43219107,0.048228408,0.681358507,"darkgreen",0.28496037332382,0.315587738423467,0.323826485251489,0.0692378417214196,0.0487804138800381,0.0567871144630704,0.269121712670168,0.0891424915034859,0.205365038755057
44,"OG43",0.464510573,-79.2100058,238,"Oldgrowth","F_Old",5.209086863,0.425945834,148.0904716,0.674185617,0.509635985,0.43941041,0.057023259,0.710503472,"darkgreen",0.180892034888562,0.222967044815195,0.250121018381156,0.0279556596635371,0.0315386927320538,0.038167208701668,0.117601926749639,0.113133187461703,0.0818889053390096
38,"OG37",0.498206494,-79.1791925,550,"Oldgrowth","F_Old",5.296239611,0.366910279,132.5352528,0.710800898,0.445898204,0.448714499,0.15132733,0.677675471,"darkgreen",0.386050215664122,0.3614068158341,0.398443321336459,0.0748083105841364,0.0613028387555048,0.0822330148899859,0.375455682992352,0.0735667604758985,0.219360658153116
48,"OG47",0.483218981,-79.21519504,450,"Oldgrowth","F_Old",5.270878795,0.388267886,92.95323134,0.689740862,0.456037179,0.436519237,0.052235332,0.617447917,"darkgreen",0.292411473971871,0.317931497565838,0.35293013095813,0.054548345844784,0.0657976582381499,0.0771644751541862,0.22213340360034,0.105788445065047,0.198128786283716
42,"OG41",0.52989604,-79.18850798,389,"Oldgrowth","F_Old",5.278762851,0.382898657,363.8393378,0.841602144,0.476571382,0.42812116,0.032542554,0.305180432,"darkgreen",0.130568879618294,0.172485978687949,0.231442933150995,0.0129952564544918,0.0226839731786718,0.0258637621584756,0.118678946304064,0.136185473548644,0.107333889979945
50,"OG49",0.531383995,-79.14797897,310,"Oldgrowth","F_Old",5.245368854,0.407784749,340.3765362,0.822896322,0.469989514,0.427736499,0.042618525,0.620588418,"darkgreen",0.138529203455774,0.21507858048243,0.262776917382537,0.0231855239819476,0.0338399121769117,0.0495356662056299,0.104843743131542,0.139701508185551,0.130714437692163
52,"OG51",0.552252671,-79.13747267,228,"Oldgrowth","F_Old",5.245649609,0.413400613,436.4328807,0.859526135,0.545613342,0.433808699,0.043728034,1.219137525,"darkgreen",0.168354913164647,0.194579780141647,0.211143918154546,0.0247664188341741,0.0266000265066842,0.0275554485039276,0.125410681751041,0.144769024793065,0.0757421864931561
53,"OG52",0.54574253,-79.13757074,225,"Oldgrowth","F_Old",5.053610342,0.52425911,118.0313591,0.513727097,0.451881994,0.417799023,0.01654899,0.338932292,"darkgreen",0.205276651727245,0.437889241791527,0.480948755682369,0.123581304165638,0.196059722978009,0.32569800409763,0.250956345252896,-0.185846151242621,0.412353245478345
81,"PA54",0.53693,-79.18835,207,"Pasture","F_Past",5.2011244,0.441549868,205.2929995,0.649306524,0.371340712,0.469940536,0.118025672,1.067801339,"yellow",-0.24009289345939,-0.322325136948065,-0.382267042919455,-0.0496130383220868,-0.0656348595054363,-0.0924299108173843,-0.235489335185017,-0.151492027705784,-0.251978338042774
77,"APN1",0.557148,-79.183566,128,"Pasture","F_Past",5.211031432,0.433954051,229.8510095,0.709738595,0.405982081,0.47026721,0.102965217,1.385432168,"yellow",-0.230898381459402,-0.346197454646346,-0.402873352906942,-0.0752266090155403,-0.104209708240469,-0.136805374240098,-0.16857632674138,-0.17314694857975,-0.284314014157461
78,"APN2",0.551181,-79.194413,151,"Pasture","F_Past",5.276300433,0.381185321,205.5426073,0.779247466,0.480129297,0.455847937,0.114967093,1.58500744,"yellow",-0.294582610274797,-0.375449236319577,-0.408336267891971,-0.0781913090198467,-0.0948780140993587,-0.120792539309,-0.272506603039887,-0.194217186053169,-0.277579061182616
82,"PA55",0.497629149,-79.22451722,350,"Pasture","F_Past",5.287517393,0.379253477,489.0571614,0.888916016,0.426194605,0.440595985,0.10590052,1.23125,"yellow",-0.027799723510787,-0.080172489822137,-0.0674229708436137,-0.0235728178481995,-0.0257898994077242,-0.0325086932778388,0.000800916975218848,0.0507147683703532,-0.0138545147634195
83,"PA56",0.511023,-79.228523,430,"Pasture","F_Past",5.250663342,0.408564678,499.641002,0.857660203,0.45446327,0.470706217,0.084854179,1.633956473,"yellow",-0.103726449318849,-0.165140074991911,-0.196993321120055,-0.0426563065745643,-0.0459185282160092,-0.0598033023710175,-0.117309243692128,-0.0645496777676462,-0.163029627094203
84,"PA57",0.511013,-79.20914,375,"Pasture","F_Past",5.276967531,0.387976899,136.2558721,0.698115758,0.399126502,0.449686818,0.068223331,1.545045883,"yellow",-0.0563838183869951,-0.148054674363865,-0.202993071206771,-0.0216173703587332,-0.0416422037256634,-0.0621266800660378,-0.0648427669781933,-0.0379944404819503,-0.146637584226487
54,"PR19",0.552738821,-79.17480114,177,"P_Reg_I","F_PReg1",5.187240595,0.438864854,127.8139602,0.507282075,0.394380832,0.434525724,0.089653323,0.269763765,"greenyellow",0.0542609218254958,0.0315861372693938,0.0236324043488796,0.00336588815613153,0.00280951147659568,0.000379944054955946,0.0342831704503499,0.090982464288314,0.0136114928759204
56,"PR22",0.509381583,-79.20450795,400,"P_Reg_I","F_PReg1",5.150851992,0.457745546,168.1071082,0.567390079,0.468727032,0.442501864,0.069467666,0.623728919,"greenyellow",-0.067458089935065,-0.0791090996367886,-0.109767193791822,-0.00857845046255315,-0.0144144569399555,-0.0284784686376468,-0.0877480041143786,0.00125728057609889,-0.0904202639843169
59,"PR25",0.495578432,-79.17639714,544,"P_Reg_I","F_PReg1",5.219882167,0.421968344,204.5319723,0.676472982,0.412110458,0.476783083,0.13012925,1.176168775,"greenyellow",-0.15803661039029,-0.197014647197199,-0.231653428765036,-0.0347287891270931,-0.0367849375560832,-0.0557071369624489,-0.126881041878045,-0.0673044625096689,-0.13105468298052
64,"PR36",0.516520282,-79.1430608,380,"P_Reg_I","F_PReg1",5.194482195,0.436698554,128.0548173,0.612672352,0.494723495,0.440355937,0.061686301,0.897681052,"greenyellow",0.10647525308284,0.12690734531813,0.161499099854755,0.0360541126661284,0.0298368304253569,0.032257043649178,0.121277183471525,0.127658379468765,0.139202416283134
57,"PR23",0.510838861,-79.23202079,415,"P_Reg_I","F_PReg1",5.286282564,0.376796166,470.3695375,0.846973238,0.421797764,0.475423798,0.076197386,0.985267857,"greenyellow",-0.177785984675991,-0.131105111066231,-0.11961871329328,0.0184440931115687,0.011221843578859,0.0130465825041626,-0.121170360202914,-0.0529520824938136,0.00946488372352332
61,"PR29",0.472908653,-79.23061581,173,"P_Reg_I","F_PReg1",5.139601611,0.473355832,482.6459705,0.725684533,0.421475668,0.434427527,0.078625736,1.1746461,"greenyellow",-0.0652023582528411,-0.0752094533262107,-0.0947131124332683,-0.0225502292675214,-0.0188033748055333,-0.020631040960893,-0.0505284386150032,0.0273533914921126,-0.0543775678506688
63,"PR33",0.489268117,-79.22841179,311,"P_Reg_I","F_PReg1",5.2342496,0.400227812,418.6152372,0.780372033,0.40156259,0.459756756,0.081072234,1.37436899,"greenyellow",-0.0283328274743808,-0.0736882139158902,-0.108494034081636,-0.0359444175572746,-0.019298920649455,-0.0296609644198026,-0.105623646280536,-0.029265733013295,-0.0690871196620477
68,"PR27",0.46173,-79.20934,214,"P_Reg_II","F_PReg2",5.185223319,0.439204894,130.7973412,0.593232654,0.444268884,0.440122062,0.087934613,0.558066716,"chartreuse3",0.0815028831420266,0.0836652994215012,0.0698716390286852,0.0157826119913085,0.0134326246777962,0.00470676390100738,0.0468871667318331,0.140382302166058,0.0225198219110557
66,"PR21WUE",0.502809,-79.187005,563,"P_Reg_II","F_PReg2",5.309019469,0.362079797,155.2010581,0.796257382,0.503046678,0.447493755,0.099848421,0.885112847,"chartreuse3",0.199640339768039,0.165627938451734,0.201530257549789,0.0530796833636219,0.0425354501388338,0.0516224544430025,0.184906686109771,0.0213494049582899,0.251807353990762
65,"PR21",0.508066043,-79.18989812,560,"P_Reg_II","F_PReg2",5.310674655,0.35758604,170.6067453,0.805106027,0.472383114,0.459464909,0.090557471,1.011728051,"chartreuse3",0.101256267092933,0.12872764239511,0.183244198096657,0.00848999171498951,0.0246820456454654,0.0356424839945245,0.103249804822197,0.157154959779711,0.165590407368353
69,"PR31",0.479071783,-79.21007127,316,"P_Reg_II","F_PReg2",5.282917291,0.380057292,107.8837022,0.700872512,0.48310586,0.435325875,0.053195171,0.764366319,"chartreuse3",0.0797110826134636,0.102441348816376,0.131088881607487,0.0276070830197198,0.0264081430962758,0.03764882004514,0.0965434641227678,0.097018012783887,0.0807699875190014
71,"PR34",0.49351112,-79.13792672,615,"P_Reg_II","F_PReg2",5.254484936,0.389312054,405.5947092,0.876437233,0.412576848,0.455890945,0.061061988,0.785205853,"chartreuse3",0.17825982232713,0.226615748798698,0.291982516444666,0.0300256052085099,0.0432744266094894,0.055417071242272,0.26205571641748,0.00802225684388629,0.224449886514868
